"SCOPUS_ID","EID","Title","Authors","Author IDs","Author Affiliations","Creators","Publication Name","eISSN","Volume","Page Range","Cover Date","DOI","Cited By Count","Aggregation Type","Subtype","Subtype Description","Source ID","Open Access","URL","Abstract","Subject Classification","Affiliation Names","Affiliation Cities","Affiliation Countries"
"84889009320","2-s2.0-84889009320","Does financial disclosure influence the value relevance of accounting information?","Shamki D., Rahman A.A.","55947950600, 55378316300","60002763, 60002763","Shamki D.","Education, Business and Society: Contemporary Middle Eastern Issues","17537991","6","216-232","2013-12-09","10.1108/EBS-05-2013-0014","9","Journal","ar","Article","21100201768","0","https://api.elsevier.com/content/abstract/scopus_id/84889009320","Purpose: The paper aims to examine the influence of financial disclosure (FD) level and time on the value relevance of earnings, book value, and cash flows relative to three share price proxies, namely average annual share price, annual closing share price, and share price after a three-month period following the financial year-end for Jordanian companies. Design/methodology/approach: The paper employs price model to examine the influence of FD level and time on the value relevance of three accounting variables relative to three share price proxies for 91 Jordanian companies (consisting of 5,460 observations) within 2004-2009. Findings: Relative to three share price proxies, the findings proved that FD level and time have a significant influence on the value relevance of book value, but not for cash flows. Also, FD level and time have a significant influence on the value relevance of earnings relative to annual closing share price, while they are not relative to share price after a three-month period following the financial year-end. FD time has a significant influence on the value relevance of earnings relative to the average annual share price. Annual closing share price is the most reliable in indicating value relevance of accounting information. Originality/value: The paper confirms that there is a shift away from earnings towards book value as the basis for firm valuation. Market participants might be able to conclude the firm value through the value relevance of accounting information influenced by company's FD. © Emerald Group Publishing Limited.","Education, Business, Management and Accounting (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84906575453","2-s2.0-84906575453","Human resource management in Malaysia","Malek M.A., Varma A., Budhwar P.S.","56131976600, 7202665999, 6701694690","60002763, 60003545, 60116225","Malek M.A.","Managing Human Resources in Asia-Pacific, Second Edition","N/A","N/A","191-208","2013-12-01","10.4324/9780203157053","3","Book","ch","Book Chapter","21100331782","0","https://api.elsevier.com/content/abstract/scopus_id/84906575453","N/A","Business, Management and Accounting (all), Economics, Econometrics and Finance (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84897905660","2-s2.0-84897905660","Web information gathering processes for gold and silver price information","Katuk N., Zakaria N.H., Shariff A.A.M., Al-Ghushami A., Yusoff M.H.","16642395300, 24529316600, 56105665700, 57202984923, 58428737500","60002763, 60002763, 60002763, 60002763, 60002763","Katuk N.","International Conference on Research and Innovation in Information Systems, ICRIIS","23248157","N/A","291-295","2013-12-01","10.1109/ICRIIS.2013.6716724","0","Conference Proceeding","cp","Conference Paper","21100298607","0","https://api.elsevier.com/content/abstract/scopus_id/84897905660","This paper presents a research on product-specific web information gathering concept that intends to improve web searching through conventional search engines. Search engines are useful for searching general information; however, the results are not always accurate because they return the results based on key-words occurrences, but not accurateness. Further, users must filter and organize the information accordingly to make the information meaningful. Users must also visit multiple websites independently to check whether the information is relevant. These processes are tedious and very time consuming especially for users who search for specific products information. Hence, we propose a web information gathering model that aims to provide a standard for developing product-specific web searching tools. It was applied in a mobile application called Gold-Trader. The mobile application provides gold and silver prices information to individual or personal traders. It can help individual or personal traders to monitor and compare gold and silver prices from multiple websites without the needs to visit them individually. © 2013 IEEE.","Computer Networks and Communications, Human-Computer Interaction, Information Systems","Universiti Utara Malaysia","Sintok","Malaysia"
"84897878860","2-s2.0-84897878860","Flood frequency analysis of Kelantan River Basin, Malaysia","Syed Hussain T.P.R., Ismail H.","56258240600, 56105580300","60002763, 60002763","Syed Hussain T.P.R.","World Applied Sciences Journal","19916426","28","1989-1995","2013-12-01","10.5829/idosi.wasj.2013.28.12.1559","13","Journal","ar","Article","20500195146","0","https://api.elsevier.com/content/abstract/scopus_id/84897878860","The focus of this research was to study the problem of flood frequency that is occurring on Kelantan River Basin, Peninsular Malaysia. The research area covered four sub-basins namely Sungai Kelantan, Lebir, Galas and Pergau. This study attempted to identify the flood frequency trends and their implications to human being. Flood frequency study is important because often result in property damage and significant loss of life every year in Kelantan River Basin. Flood frequency analysis was conducted by referring to a rating table produced by the Department of Irrigation and Drainage of Kelantan. Results showed that the Guillemard Bridge, Lebir and Galas Stations have highest in flood frequency rather than Nenggiri Station. In conclusion, when flood frequently happen the value of damaged properties in Kelantan River Basin also increased. © IDOSI Publications, 2013.","Multidisciplinary","Universiti Utara Malaysia","Sintok","Malaysia"
"84897875238","2-s2.0-84897875238","Information seeking behaviour factors: A measurement model","Nadzir M.M., Salim J.","57193818884, 25825625100","60002763, 60001821","Nadzir M.","International Conference on Research and Innovation in Information Systems, ICRIIS","23248157","N/A","168-173","2013-12-01","10.1109/ICRIIS.2013.6716703","6","Conference Proceeding","cp","Conference Paper","21100298607","0","https://api.elsevier.com/content/abstract/scopus_id/84897875238","Graduate students are active information seekers. Their experiences with information seeking range from novices to experts. Graduate students' understanding of the needed information and the different types of information sources accessible are essential for them to search for the required information effectively and efficiently. Previous studies concluded that insufficient knowledge about information seeking behaviour is one of the factors that contributed to failure in searching for useful information. This paper discuss about a study conducted to evaluate a measurement model of information seeking behaviour factors, which is a part of the methods used to develop Research Information Seeking Behaviour Model. The data was collected through survey method by using web-based questionnaire. The measurement model was validated using Structural Equation Modeling with AMOS 16.0. Eight factors were extracted from exploratory factor analysis and labeled as preliminary research needs, data research needs, printed information sources, electronic information sources, media information sources, library information search, electronic information search and information use. Results of the assessment of model fit showed that all the relevant measurements fit a value that exceeds the value recommended by previous researchers. In conclusion, the measurement model provides a reasonably good fit and suitable for the development of Research Information Seeking Behaviour Model. © 2013 IEEE.","Computer Networks and Communications, Human-Computer Interaction, Information Systems","Universiti Utara Malaysia","Sintok","Malaysia"
"84897868829","2-s2.0-84897868829","A dual-route concept of persuasive User Interface (UI) design","Ibrahim N., Shiratuddin M.F., Wong K.W.","54393462700, 6505710759, 7404759276","60002763, 60019939, 60019939","Ibrahim N.","International Conference on Research and Innovation in Information Systems, ICRIIS","23248157","N/A","422-427","2013-12-01","10.1109/ICRIIS.2013.6716747","7","Conference Proceeding","cp","Conference Paper","21100298607","0","https://api.elsevier.com/content/abstract/scopus_id/84897868829","As current trends are moving towards designing for persuasion, designing for functionalityand usability of awebsite isno longer sufficient. This paper identifies the factors of persuasion and their potential adaptation in UI design. The conceptual framework proposed and discussed in this paper refers to the Elaboration Likelihood Model (ELM). The ELM is used to identify and distinguish the design cues for the central route and peripheral route. This paper also identifies web design qualities that may improve the persuasiveness and likelihood of a website. The factors of persuasion identified in this paper; namely relationship, emotion, credibility, and logic; will then be tested using a repeated-measures technique of experimental design to verify their effectiveness in influencing users to stay and make further decision at a website. © 2013 IEEE.","Computer Networks and Communications, Human-Computer Interaction, Information Systems","Universiti Utara Malaysia","Sintok","Malaysia"
"84897841761","2-s2.0-84897841761","Touch screen with audio feedback: Content analysis and the effect of spatial ability on blind people's sense of position of web pages","Abidin A.H.Z., Xie H., Wong K.W.","54790633200, 35231294900, 7404759276","60002763, 60019939, 60019939","Abidin A.H.Z.","International Conference on Research and Innovation in Information Systems, ICRIIS","23248157","N/A","548-553","2013-12-01","10.1109/ICRIIS.2013.6716768","7","Conference Proceeding","cp","Conference Paper","21100298607","0","https://api.elsevier.com/content/abstract/scopus_id/84897841761","This article presents findings from a Content Analysis of verbal and audio protocol of Mental Model study. When using touch screen display with audio feedback, it was found that the users' mental model is in one dimensional as using screen-reader program. Previous experience using screen-reader program may affected the users' experience using a touch screen with audio feedback. In addition, investigation of blind users' spatial ability on users' performance was also conducted. This study revealed that there was a significant interaction effect between the user's spatial ability and the time taken to answer a question using touch display with audio feedback. © 2013 IEEE.","Computer Networks and Communications, Human-Computer Interaction, Information Systems","Universiti Utara Malaysia","Sintok","Malaysia"
"84897833512","2-s2.0-84897833512","Towards designing effective security messages: Persuasive password guidelines","Zakaria N.H., Katuk N.","24529316600, 16642395300","60002763, 60002763","Zakaria N.H.","International Conference on Research and Innovation in Information Systems, ICRIIS","23248157","N/A","129-134","2013-12-01","10.1109/ICRIIS.2013.6716697","1","Conference Proceeding","cp","Conference Paper","21100298607","0","https://api.elsevier.com/content/abstract/scopus_id/84897833512","The current state of information security compliance in workplaces is deteriorating. In many cases human factors were attributed as the cause of the problem. Humans are well known as the weakest link in the security chain. Commonly, end-users will depend on security messages when confronted with security-related decision making. Most of the time, end-users will try their best to make sense of unclear instructions in order to cope with situations. This indicates the way security messages are presented is of utmost importance. However, research focusing on designing effective security messages is quite limited. This paper presents research in progress, towards designing effective security messages focusing on passwords guidelines. Our initial review indicated the lack of persuasive elements in the current password guidelines may lead to unmotivated behaviour of producing good (strong) passwords. This paper also includes initial results obtained from pilot study which reveal promising results supporting the usage of persuasion strategies to improve the current state information security compliance. © 2013 IEEE.","Computer Networks and Communications, Human-Computer Interaction, Information Systems","Universiti Utara Malaysia","Sintok","Malaysia"
"84897768661","2-s2.0-84897768661","Eliminating the influence of serial correlation on statistical process control charts using trend free pre-whitening (TFPW) method","Desa N.H.M., Jemain A.A.","56103552400, 6507486300","60002763, 60001821","Desa N.","AIP Conference Proceedings","15517616","1571","1049-1054","2013-12-01","10.1063/1.4858792","2","Conference Proceeding","cp","Conference Paper","26916","1","https://api.elsevier.com/content/abstract/scopus_id/84897768661","A key assumption in traditional statistical process control (SPC) technique is based on the requirement that observations or time series data are normally and independently distributed. The presences of a serial autocorrelation results in a number of problems, including an increase in the type I error rate and thereby increase the expected number of false alarm in the process observation. However, the independency assumption is often violated in practice due to the influence of serial correlation in the observation. Therefore, the aim of this paper is to demonstrate with the hospital admission data, the influence of serial correlation on the statistical control charts. The trend free pre-whitening (TFPW) method has been used and applied as an alternative method to obtain residuals series which are statistically uncorrelated to each other. In this study, a data set of daily hospital admission for respiratory and cardiovascular diseases was used from the period of 1 January 2009 to 31 December 2009 (365 days). Result showed that TFPW method is an easy and useful method in removing the influence of serial correlation from the hospital admission data. It can be concluded that statistical control chart based on residual series perform better compared to original hospital admission series which influenced by the effects of serial correlation data. © 2014 AIP Publishing LLC.","Physics and Astronomy (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84897765999","2-s2.0-84897765999","CEO succession and firm performance: Evidence from publicly listed Malaysian firms","Ishak R., Ismail K.N.I.K., Abdullah S.N.","55505838400, 57211938745, 13403309300","60212344, 60212344, 60016775","Ishak R.","Asian Academy of Management Journal of Accounting and Finance","N/A","9","29-48","2013-12-01","N/A","9","Journal","ar","Article","19400158801","0","https://api.elsevier.com/content/abstract/scopus_id/84897765999","This study investigates the impact of CEO succession on the financial performance of publicly listed Malaysian firms. A match-paired t-test and Wilcoxon signed-rank test are used to determine if there is a change in firm performance following CEO succession. The overall results show that performance improves following post-succession. We also find significant improvement in the performance of companies that experienced forced turnovers and subsequently selected outsiders as successors. On the other hand, forced CEO turnovers that are followed by internal successions disrupt firm performance. As CEO successions impact firms' future performance, the succession planning process should be a priority for firms. © Asian Academy of Management Journal and Penerbit Universiti Sains Malaysia, 2013.","Accounting, Finance","College of Business, Universiti Utara Malaysia","Sintok","Malaysia"
"84897712556","2-s2.0-84897712556","Enhanced probability density function using APD in SAC-OCDMA systems based SPD technique","Al-Khafaji H.M.R., Aljunid S.A., Amphawan A., Fadhil H.A.","57205482293, 56000543300, 35730929200, 25639445900","60090652, 60090652, 60002763; 60022195, 60090652","Al-Khafaji H.","ISIEA 2013 - 2013 IEEE Symposium on Industrial Electronics and Applications","N/A","N/A","44-46","2013-12-01","10.1109/ISIEA.2013.6738965","7","Conference Proceeding","cp","Conference Paper","21100291861","0","https://api.elsevier.com/content/abstract/scopus_id/84897712556","This paper examines the avalanche photodiode (APD) gain impact on spectral-amplitude coding optical code-division multiple-access (SAC-OCDMA) systems based single photodiode detection (SPD) technique. Numerical results are used for inspecting the APD gain influence upon the probability density function (PDF) and signal-to-noise ratio (SNR) performance. The usage of APD over positive-intrinsic-negative (PIN) photodiode accommodates more users with improved PDF and higher SNR. © 2013 IEEE.","Electrical and Electronic Engineering","Universiti Malaysia Perlis","Arau","Malaysia"
"84897624315","2-s2.0-84897624315","The moderating effect of islamic approach on the relationship between public relations roles and crisis communication","Mustaffa C.S., Al-Akwa E.M., Bakar H.A.","25960907500, 56100558600, 25960595900","60002763, 60002763, 60002763","Mustaffa C.","Social Sciences (Pakistan)","19936125","8","523-532","2013-12-01","10.3923/sscience.2013.523.532","0","Journal","ar","Article","21100212600","0","https://api.elsevier.com/content/abstract/scopus_id/84897624315","This study attempts to investigate the role of public relations and crisis communication in Yemen's organization. The study also attempts to determine the moderating effects of Islamic approach on the relationship. It employs a quantitative research design through self-administered questionnaire. The data is based on a total number of 200 public relations managers. The study uses correlation and regression analyses to analyze the data. The findings reveal that public relations roles and crisis communication are positively related. The Islamic approach partially moderates the relationship among public relations roles and crisis communication. Based on the results of this study, it is recommended that further research be undertaken in considering an in-depth qualitative method to understand the detailed relationship among public relations roles and crisis communications. It is also recommends an examination, as well as expansion of the dimensions of the Islamic approach to further explore the various ways in which the Islamic approach contributes to organization management. © Medwell Journals, 2013.","Social Sciences (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84897623501","2-s2.0-84897623501","Malaysian foreign policy during Mahathir's administration","Othman M.F., Othman Z.","55879980600, 54890674600","60002763, 60002763","Othman M.","Social Sciences (Pakistan)","19936125","8","560-564","2013-12-01","10.3923/sscience.2013.560.564","1","Journal","ar","Article","21100212600","0","https://api.elsevier.com/content/abstract/scopus_id/84897623501","Malaysia saw an unprecedented economic achievement during Mahathir's administration and started taking center stage in the international relations arena during the 1990's. Malaysia's profound profile in global and regional relations was largely credited to the robust economic reformation and strengthen inter-governmental relations by Mahathir's administration, especially with its ties with the ASEAN countries and US/Europe cooperation. This study explains Mahathir's foreign policy experiences which spans from economic and trade ties to the reinforcement with ASEAN and OIC countries. © Medwell Journals, 2013.","Social Sciences (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84894358320","2-s2.0-84894358320","Prospects of boro rice production in Bangladesh","Rahman N.M.F., Hossain M.I., Aziz M.A., Baten M.A., Kabir M.S.","56043169500, 59727392400, 57213260243, 14037113500, 56042775400","60031373, 60031373, 60031373, 60031373; 60002763, 60031373; 60002763","Rahman N.M.F.","Advances in Environmental Biology","19981066","7","4542-4549","2013-12-01","N/A","0","Journal","ar","Article","19700177004","0","https://api.elsevier.com/content/abstract/scopus_id/84894358320","The present study was undertaken to examine the rate of growth as well as forecasting and factor influencing variability of area and production of boro rice in different time periods of the country. Secondary data for the period of 1972-73 to 2011-12 were used for this study. The growth rates of total period were computed between four sub-periods. Area and production of boro rice showed insignificant positive growth during the period of 1972-73 to 1981-82. For all other time periods, the growth rates showed significant and positive growth during the study period. The area and production of boro rice during the period 1972-73 to 1981-82 shows the highest degree of instability which is significant at 1% level. For forecasting, linear, Logarithmic, Quadratic, Cubic, Compound and Inverse models have been fitted and projections have been made on the basis of the best fitted regression model. The cubic model was the best fitted model selected using model selection criteria. The projection of area and production indicated the vital potential of boro rice area and production in the time periods. Thus, policy makers, stake holders and beneficiaries (farmers) should take necessary steps to check the decline in area under boro rice without farther delay. © 2013 AENSI Publisher All rights reserved.","Environmental Science (all), Agricultural and Biological Sciences (all)","Bangladesh Rice Research Institute","Gazipur","Bangladesh"
"84894218698","2-s2.0-84894218698","Improvement of the quality for digital image watermarking based on dual ISB","Mohammed G.N., Yasin A., Zeki A.M.","55758843200, 36448052100, 24780175900","60002763, 60002763, 60016775","Mohammed G.N.","2013 International Conference on IT Convergence and Security, ICITCS 2013","N/A","N/A","N/A","2013-12-01","10.1109/ICITCS.2013.6717846","1","Conference Proceeding","cp","Conference Paper","21100286823","0","https://api.elsevier.com/content/abstract/scopus_id/84894218698","The impeccability (quality) represent as one of the most important requirements of any watermarking system of the watermarked gray scale image. In most studies, the watermarking algorithm has to embed the watermark so that this will not affect the quality of the host data. In this study, the method concentrates on the greatest quality of the watermarked image based on Dual Intermediate Significant Bit (DISB) model. The embedding process is done by using two keys k1 and k2 where k2 > k 1. The extracting process has been done after applying some types of attacks. The experimental results show that the new method improves the quality. © 2013 IEEE.","Computer Networks and Communications","Universiti Utara Malaysia","Sintok","Malaysia"
