"SCOPUS_ID","EID","Title","Authors","Author IDs","Author Affiliations","Creators","Publication Name","eISSN","Volume","Page Range","Cover Date","DOI","Cited By Count","Aggregation Type","Subtype","Subtype Description","Source ID","Open Access","URL","Abstract","Subject Classification","Affiliation Names","Affiliation Cities","Affiliation Countries"
"84920181556","2-s2.0-84920181556","Themes-based classification for Al-Quran knowledge ontology","Ta'A A., Abdullah M.S., Ali A.B.M., Ahmad M.","35226687100, 55186254200, 37057051200, 58730620200","60002763, 60002763, 60002763, 60002763","Ta'A A.","International Conference on ICT Convergence","21621241","N/A","89-94","2014-12-11","10.1109/ICTC.2014.6983090","9","Conference Proceeding","cp","Conference Paper","21100226431","0","https://api.elsevier.com/content/abstract/scopus_id/84920181556","Al-Quran knowledge representations involved classification of Al-Quran verses for providing better understanding of the readers. In the current era of social media challenges, the representation of knowledge must be understood by human and computer in order to ensure the correctness of Al-Quran semantics are persevered. Current approaches used conventional methods such as taxonomy, hierarchy or tree structure, which only provides a concept definition without linked to other sources of knowledge explanation. This research aims to develop the Al-Quran Ontology by using theme-based classification approach. The ontology model for Al-Quran is developed based on the Al-Quran knowledge theme defined in Syammil Al-Quran Miracle the Reference. The theme-based ontology approach has shown that the Al-Quran knowledge can be classified and presented systematically. This will encourage the development of applications for Al-Quran readers. Moreover, the ontology structure that representing the theme concepts in Al-Quran was reviewed and validated by the domain experts in Al-Quran knowledge.","Information Systems, Computer Networks and Communications","Universiti Utara Malaysia","Sintok","Malaysia"
"84907172065","2-s2.0-84907172065","Rice straw supply chain for electricity generation in Malaysia: Economical and environmental assessment","Shafie S.M., Masjuki H.H., Mahlia T.M.I.","54403809000, 57175108000, 56997615100","60212344; 60029157, 60029157, 60005762; 60069406","Shafie S.M.","Applied Energy","N/A","135","299-308","2014-12-05","10.1016/j.apenergy.2014.08.101","37","Journal","ar","Article","28801","0","https://api.elsevier.com/content/abstract/scopus_id/84907172065","Rice straw supply costs were estimated and the supply potential was analyzed to determine the optimum amount of recourses and rice straw power plants. The logistic cost consists of rice straw collection, transportation to collection centre, collection centre cost and transportation to power plant. The total logistic cost, ready at power plant is found to be between RM 39.95 per bale and RM 65.80 per bale. The carbon emission and the environmental impact are analyzed throughout the life cycle involved in each process. Life cycle emission of logistic system is between 0.0234tCO2-Eq±0.11 percent per bale, ready at 10MW power plants. Climate change has a significant impact on environment compared to other parameters like toxicity and acidification. For a small power plant having a capacity of less than 10MW, the number of collection centres is not significant with respect to the total transportation cost parameter.","Building and Construction, Mechanical Engineering, Energy (all), Management, Monitoring, Policy and Law","College of Business, Universiti Utara Malaysia | Universiti Malaya","Sintok | Kuala Lumpur","Malaysia | Malaysia"
"84985995686","2-s2.0-84985995686","Improving engagement in hypermedia learning: A design for navigation support","Katuk N., Omar M., Halim N.A.","16642395300, 36608821700, 57191037734","60002763, 60002763, 60002763","Katuk N.","ACM International Conference Proceeding Series","N/A","04-06-December-2014","40-43","2014-12-04","10.1145/2684200.2684316","2","Conference Proceeding","cp","Conference Paper","11600154611","0","https://api.elsevier.com/content/abstract/scopus_id/84985995686","The traditional hypermedia learning systems (HLS) provide learners with a non-linear navigation of learning content. However, it does not benefit all students as planning for navigation path may cause disorientation. This paper proposes an approach named Skill-Challenge Balancing (SCB) that provides adaptive navigation support for learners to learn within HLS. SCB is designed following the flow theory; a sound psychological theory for describing cognitive engagement in daily life activities. The navigation support is expected to improve learners' engagement in learning within this environment. The approach was demonstrated in a hypermedia learning system for learning Java programming. An experimental study following within-subject design was conducted on 52 students from a higher learning institution in Malaysia to evaluate the effectiveness of SCB approach in improving learners' engagement within HLS. The results of this study suggested that SCB improved learners' engagement within the learning environment.","Software, Human-Computer Interaction, Computer Vision and Pattern Recognition, Computer Networks and Communications","Universiti Utara Malaysia","Sintok","Malaysia"
"84915798205","2-s2.0-84915798205","The role of gender in the use of metacognitive awareness reading strategies among biology students","Veloo A., Rani M.A., Hariharan K.","56527005900, 56439088500, 56439177500","60002763, 114798953, 60002763","Veloo A.","Asian Social Science","19112025","11","67-73","2014-12-02","10.5539/ass.v11n1p67","9","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84915798205","Metacognitive Awareness Reading Strategies used by students while reading academic material is one of the factors that lead to students’ future academic achievement. This study aims to determine the association between gender and gender differences in the perceived use of Metacognitive Awareness Reading Strategies (Global, Problem-Solving & Support Reading strategies) among Biology students in a Matriculation College situated in State of Kedah, Malaysia. In this study, 318 Matriculation College students participated, in which 97 male students and 221 female students studied Biology as one of the subjects. They rated their own perceived use level of Metacognitive Awareness Reading Strategies using Metacognitive Awareness of Reading Strategies Inventory (MARSI) adapted from Mokhtari and Reichard (2002). The findings show that female students use Metacognitive Awareness Reading Strategies more frequently compared to male students while reading academic materials. The findings show that students apply problem-solving strategies the most compared to the other metacognitive reading strategies, while the least used strategy is the global reading strategy. However, there are no significant difference between males and females for both these strategies. In comparison, male and female students differ in the application of Support Reading Strategies, where more females use the strategies compared to males. Students themselves should learn Metacognitive Awareness Reading Strategies and apply them in their Biology reading. Global reading strategies, too, should be given more attention as this is the least used strategy. A more balanced use of all the metacognitive strategies would help students to improve their level of achievement as each strategy has its own strengths. Future research should investigate the ways to nurture metacognitive skills in reading as one of the strategies to improve reading comprehension and future performance in Biology.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84958654521","2-s2.0-84958654521","Conspicuous consumption behavior: Cultural dimensions, implications, and future research","Ismail W.N.A.W., Zakaria N., Abdul-Talib A.-N.","56915464600, 6603920595, 55636728000","60002763, 60002763, 60002763","Ismail W.","Marketing and Consumer Behavior: Concepts, Methodologies, Tools, and Applications","N/A","4-4","2157-2168","2014-12-01","10.4018/978-1-4666-7357-1.ch106","0","Book","ch","Book Chapter","21100513812","0","https://api.elsevier.com/content/abstract/scopus_id/84958654521","Demand in the luxury market is consistently growing with the demand from individuals as their buying power increases due to improvements in economic conditions (Kuisma, 2008). In this chapter, the authors present the concept of conspicuous consumption and explore the spread of luxury culture, especially in the Asian countries, since previous studies have tested such phenomena predominantly in Western countries. The spread of the luxury model as suggested by Chadha and Husband (2006) helps to better understand the spread of luxury culture among Asian societies. In the past, many studies have suggested that conspicuous and luxury concepts are related to each other. By examining the conspicuous motivation among consumers, the authors hope to explain why people are motivated to engage with luxury consumption from a cultural theoretical lens, particularly in Asian countries. Finally, they highlight the managerial and theoretical implications, followed by research directions for future transcultural marketing studies.","Economics, Econometrics and Finance (all), Business, Management and Accounting (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84958636678","2-s2.0-84958636678","Superfluous or moderation? The effect of religious value on conspicuous consumption behavior for luxury products","Zakaria N., Wan-Ismail W.-N.A., Abdul-Talib A.-N.","6603920595, 56915464600, 55636728000","60002763, 60002763, 60002763","Zakaria N.","Marketing and Consumer Behavior: Concepts, Methodologies, Tools, and Applications","N/A","4-4","1964-1976","2014-12-01","10.4018/978-1-4666-7357-1.ch096","0","Book","ch","Book Chapter","21100513812","0","https://api.elsevier.com/content/abstract/scopus_id/84958636678","In this chapter, the authors focus on the aspects of religious belief that may affect consumption behavior. Previous studies have clearly stated that the study of religion's influence on consumer behavior is still under-researched (Lindridge, 2005; Mokhlis, 2009, 2010). The premise lies in the view that culture is a way of life, and thus, the authors explore whether or not that suggests the same for religion, and if it is, how does religion predict the conspicuous behavior of people towards the purchase of luxury goods? In specific, the authors are interested in exploring the level and intensity of religiosity on conspicuous consumption. Therefore, it is significant to study ""religiosity"" as one of the predictive factors of a consumerism culture that may help explain why people engage in conspicuous consumption. The chapter provides a concluding remark by highlighting the practical aspects on domestic or international marketers who wish to market their luxury products in Malaysia.","Economics, Econometrics and Finance (all), Business, Management and Accounting (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84929833861","2-s2.0-84929833861","Technology diffusion through production process and the innovative capacity of local suppliers","Jaguli A.R., Malek M.M., Palil M.R.","56132023800, 56131976600, 51663834200","60002763, 60002763, 60001821","Jaguli A.R.","Jurnal Pengurusan","N/A","42","89-102","2014-12-01","10.17576/pengurusan-2014-42-08","1","Journal","ar","Article","6800153108","0","https://api.elsevier.com/content/abstract/scopus_id/84929833861","This study goes beyond the existing research in the area of Foreign Direct Investment (FDI) spillovers by opening the black box of Multinational Corporations' (MNC) technology and knowledge spillovers in Malaysia. The main objective of this study was to add to limited evidence related to how and in what ways technology and knowledge are diffused. Specifically, it attempts to contribute to the FDI spillover literature by exploring the channels through which technology and knowledge could be transferred to the host country. In doing so, the authors had employed an in-depth case study method in order to generate a deeper understanding of the significance of the assistance provided by MNCs and that this method would prove an effective strategy in generating a large volume of very meaningful data. The study has identified that technology is diffused from MNCs to local suppliers through the production process, technical consultation and production facilities. Local suppliers enhance their innovative capacity through these linkages. The findings not only provide benefit to the academic circle but also to local businesses, especially small and medium industries, as well as policy makers. The managerial and policy implications derived from the findings are relevant, not only to Malaysia, but also to other developing countries, particularly Malaysia's neighbouring countries.","Business and International Management, Accounting, Business, Management and Accounting (miscellaneous)","Universiti Utara Malaysia","Sintok","Malaysia"
"84929748978","2-s2.0-84929748978","""Story of a bank"" Basel II accreditation through University-Industry Collaboration-Case study","Liew C.K., Dileep K.M.","56654860000, 56181601000","60212346, 60212346","Liew C.K.","Jurnal Pengurusan","N/A","42","131-144","2014-12-01","10.17576/pengurusan-2014-42-11","2","Journal","ar","Article","6800153108","1","https://api.elsevier.com/content/abstract/scopus_id/84929748978","This paper deals with a case study of credit risk scoring models at Industrial Bank. The aim of this research is to investigate how a Malaysian financial institution developed and integrated credit risk scoring models with current organisational needs and evaluation of best practices for university-industry collaboration on this initiative. Attempts were made to categorise the credit risk scoring models initiative according to a variety of statistical techniques from modeling. This is an exploratory study which uses qualitative research methodology. Analysis of document from company annual reports as well as articles from journal, Bank Negara Malaysia, (BNM) regulatory reports as well as working papers and semi-structured interviews were conducted to identify the organisational needs as a result of context and task. A company-wide development system for credit risk scoring model was effectively integrated to provide a direct support to competence management endeavor. The company's credit risk scoring models initiatives have also resulted in managerial implications such as increased effectiveness of risk management through measuring the riskiness of each customer and automated the whole process, thereby leading to significant efficiency improvements. Thus, scoring models help banks to control credit risks. Going forward, credit risk scoring model is to become the best practice approach of the receivables management process and is essential to effective credit risk management.","Business and International Management, Accounting, Business, Management and Accounting (miscellaneous)","Othman Yeop Abdullah Graduate School of Business","Kuala Lumpur","Malaysia"
"84929740093","2-s2.0-84929740093","The differences of demographic factors on superior-subordinate communication, relationship quality, work stress and communication satisfaction at the Prison Department of Malaysia","Kamin K., Mustaffa C.S.","56655122500, 25960907500","115268215, 60002763","Kamin K.","Jurnal Pengurusan","N/A","42","169-184","2014-12-01","10.17576/pengurusan-2014-42-14","0","Journal","ar","Article","6800153108","1","https://api.elsevier.com/content/abstract/scopus_id/84929740093","This study aims to identify whether there are differences between the demographic factors and research variables, namely superior-subordinate communication, relationship quality, work stress and communication satisfaction. The selected 447 respondents were from eight correctional institutions. The statistical analyses used to test the differences in demographic factors on variables were t-tests and One-way Analysis of Variance (ANOVA). The results showed the differences in terms of race and marital status on superior-subordinate communication. For relationship quality, there were differences in terms of race, marital status, academic qualification and designation. Gender and marital status differed in terms of work stress among the respondents. Marital status and designation differed in terms of the respondents' communication satisfaction. It can be said that the single Malay respondents had a low perception on superior-subordinate communication and relationship quality. The single male respondents faced a higher level of work stress compared to female and married respondents. In addition, the single respondents holding junior officers' posts had a low perception on communication satisfaction.","Business and International Management, Accounting, Business, Management and Accounting (miscellaneous)","Ibu Pejabat Penjara Malaysia","Kajang","Malaysia"
"84929724104","2-s2.0-84929724104","Multiple directorships and the monitoring role of the board of directors: Evidence from Malaysia","Kamardin H., Latif R.A., Mohd K.N.T., Adam N.C.","56051436900, 56654960000, 57220064455, 57213188266","60212344, 60212344, 60212344, 60212344","Kamardin H.","Jurnal Pengurusan","N/A","42","51-62","2014-12-01","10.17576/pengurusan-2014-42-05","14","Journal","ar","Article","6800153108","0","https://api.elsevier.com/content/abstract/scopus_id/84929724104","This study aims to examine the relationship between multiple directorships and the monitoring role of the board of directors in Malaysian listed companies (PLC). The monitoring role is proxied by the percentage of directors' attendance in board meetings, as attending meetings provides directors with resources about the management actions and assists directors to exercise their role effectively. The study uses a sample of 1023 directors from 134 companies on the Main Market of Bursa Malaysia (Malaysian Bourse) in year 2008. The results of the study show that the incidence of multiple directorships is low. Independent directors are found to have more multiple directorships. Directors with multiple directorships are older directors, have less director ownerships and are on boards with a high fraction of independent directors. Based on the 75% cut-off for the percentage of meetings' attendance, the logistic regression suggests that no agency cost is associated with multiple directorships. However, the tendency to be absent from board meetings is associated with the high number of board meetings whilst the tendency to attend more board meetings is associated with the increase in age, tenure, and director ownership.","Business and International Management, Accounting, Business, Management and Accounting (miscellaneous)","College of Business, Universiti Utara Malaysia","Sintok","Malaysia"
"84929722040","2-s2.0-84929722040","Evaluating corporate reporting on the internet: The case of Zakat institutions in Malaysia","Abidin S., Saad R.A.J., Muhaiyuddin N.M.M.","36436704400, 55340429500, 56655180000","60002763, 60002763, 60002763","Abidin S.","Jurnal Pengurusan","N/A","42","19-29","2014-12-01","10.17576/pengurusan-2014-42-02","11","Journal","ar","Article","6800153108","0","https://api.elsevier.com/content/abstract/scopus_id/84929722040","The purpose of this study is to document the extent of financial and non-financial reporting practices through the internet by zakat institutions and to identify the type of information reported. Using a checklist adapted from similar studies in the commercial sector, the study suggests that the disclosures of financial and non-financial information such as information on social responsibility are uncommon. While most of the zakat institutions focus on providing information regarding zakat collection and distribution, none has included financial statements. However, these institutions have gained reasonable score in terms of information timeliness with majority of them update their website on regular basis. The findings suggest that zakat institution in Malaysia should fully utilise the use internet as a main medium of communication, especially in order to gain more public trust and recognition.","Business and International Management, Accounting, Business, Management and Accounting (miscellaneous)","Universiti Utara Malaysia","Sintok","Malaysia"
"84927639952","2-s2.0-84927639952","Market orientation practices and effects on organizational performance: Empirical insight from Malaysian hotel industry","Hilman H., Kaliappen N.","38661234200, 55930830800","60002763, 60002763","Hilman H.","SAGE Open","21582440","4","N/A","2014-12-01","10.1177/2158244014553590","32","Journal","ar","Article","21100255401","1","https://api.elsevier.com/content/abstract/scopus_id/84927639952","Today’s organizations need market orientation practices to strive and generate superior performance and competitive advantage in the modern turbulent marketplace. Thus, this research inspects the respective links between the dimensions of (a) competitor orientation and (b) customer orientation and performance in the context of hotels in Malaysia. Data were gathered through self-administrated mail questionnaires directed to the top- and middle-level managers of three- to fivestar-rated hotels in Malaysia. The findings indicated that hotels in Malaysia practiced competitor orientation and customer orientation as their core marketing strategy. Specifically, both competitor orientation and customer orientation positively linked to organizational performance. Few studies have investigated the practices and effects of market orientation on performance in the Malaysian hotel setting. Therefore, this study provided new insights into the understanding of market orientation practices in the hotel industry, particularly in Malaysia. In addition, the significance of this study, potential limitations, and future examination directions are highlighted.","Arts and Humanities (all), Social Sciences (all)","Universiti Utara Malaysia","Sintok","Malaysia"
